,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
215,285846,2305747,EA26769,1008940063,24142,1,331,LEXINGTON AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,290,2/22/10,0,3/8/10,,,FALSE,,,"at public hall; from 6&1/2 to1&1/2: reinstall all window guards into window properly with stops, (total of 6 tt reinstall. ) ''remove all work",Murray Hill-Kips Bay,331 LEXINGTON AVENUE,931,3017980020,2,M,,331,LEXINGTON,AVENUE,11216,962,MARCY AVENUE-GREENE AVENUE SITE A,2/12/20,BROOKLYN,48,both,both
216,297051,2526087,EB06199,3052567501,356028,3,1115,PROSPECT AVENUE,BROOKLYN,4I,Standing Building,GC,No Access,700,8/3/10,0,8/9/10,,,TRUE,,,building address range is 1139 apartment 4 i roof. cut out all air p,Windsor Terrace,1115 PROSPECT AVENUE,1219,2026800001,6,M,,1115,PROSPECT,AVENUE,10459,1245,UNION AVENUE-EAST 166TH STREET,11/28/23,BRONX,120,both,both
217,388592,3740371,EF14835,3045940064,365021,3,955,RUTLAND ROAD,BROOKLYN,5K,Standing Building,GC,OMO Completed,210,2/5/15,0,2/27/15,,,FALSE,,,"r/c 20141419802 apt 5k: as per the requirement contract with hpd, provide and install 2 window guards and repair 2 throughout apartment. remove",Rugby-Remsen Village,955 RUTLAND ROAD,1035,3045940064,1,M,,955,RUTLAND,ROAD,11212,1074,RUTLAND TOWERS,11/28/23,BROOKLYN,61,both,both
218,401116,3981388,EG11152,3035090059,383517,3,2058,UNION STREET,BROOKLYN,5G,Standing Building,GC,No Access,262,1/21/16,0,1/25/16,,,TRUE,,,replace with new broken window glass in upper sash in bedroom (n5) in apt.5g. tenant's phone (347)892-6436. remove all work related debris.,Brownsville,2058 UNION STREET,1161,3035090059,3,M,,2058,UNION,STREET,11212,1199,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
219,433995,4629888,EJ01225,4160020001,811152,4,54-81,ALMEDA AVENUE,QUEENS,2A,Standing Building,GC,Tenant Refused Access,490,7/30/18,0,8/8/18,,,TRUE,,,"apartment # 2a : location - living room : at south wall : properly repair with similar material the broken / defective south wall. tape, compound,",Hammels-Arverne-Edgemere,54-81 ALMEDA AVENUE,956,4160020001,1,M,,54-81,ALMEDA,AVENUE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
220,446614,4809838,EK01361,2029440001,46126,2,1805,CROTONA AVENUE,BRONX,1FL,Standing Building,DELEAD,Duplicate OMO,0,7/24/19,0,,,,FALSE,,,(doh - clean only) thoroughly re-clean the following areas as per new york city administration code 27-2506.11 and as noted in the scope of work pursu,East Tremont,1805 CROTONA AVENUE,951,2029440001,1,M,,1805,CROTONA PARK,ROAD,10461,989,MURPHY,12/27/18,BRONX,281,both,both
221,446854,4813637,EK01780,2031430155,806569,2,365,EAST 183 STREET,BRONX,4FA,Standing Building,GC,OMO Completed,300,8/1/19,0,9/10/19,,,FALSE,,,"apt# 4fa, at entrance door: per rc guidelines ,installation of self-closing door hinges: per local law 111 of 2018 replace hinges @ apt# 4fa, at",Fordham South,365 EAST 183 STREET,1194,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
222,446855,4813637,EK01780,2031430155,806569,2,365,EAST 183 STREET,BRONX,4FA,Standing Building,GC,OMO Completed,300,8/1/19,0,9/10/19,,,FALSE,,,"apt# 4fa, at entrance door: per rc guidelines ,installation of self-closing door hinges: per local law 111 of 2018 replace hinges @ apt# 4fa, at",Fordham South,365 EAST 183 STREET,1196,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
223,446856,4813637,EK01780,2031430155,806569,2,365,EAST 183 STREET,BRONX,4FA,Standing Building,GC,OMO Completed,300,8/1/19,0,9/10/19,,,FALSE,,,"apt# 4fa, at entrance door: per rc guidelines ,installation of self-closing door hinges: per local law 111 of 2018 replace hinges @ apt# 4fa, at",Fordham South,365 EAST 183 STREET,1198,2031430155,1,M,EAST,365,183,STREET,10458,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
224,448384,4827263,EK03965,4160010002,811244,4,409,BEACH 51 STREET,QUEENS,1C,Standing Building,GC,No Access,264,8/22/19,0,9/17/19,,,TRUE,,,"arrange and make self-closing the doors .. in the entrance located at apt 1c, 1st story, 1st apartment from east at south. installation of self",Hammels-Arverne-Edgemere,409 BEACH 51 STREET,958,4160010002,11,M,,409,BEACH 51,STREET,11691,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
225,448762,4828413,EK04451,4160010002,811246,4,410,BEACH 54 STREET,QUEENS,1G,Standing Building,GC,No Access,321.49,8/23/19,0,9/17/19,,,TRUE,,,(apt#1g & public hall) installation of self-closing door hinges @ (apt & public hall): per local law 111 of 2018 replace hinges @ doors located in,Hammels-Arverne-Edgemere,410 BEACH 54 STREET,961,4160010002,14,M,,410,BEACH 54,STREET,11692,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
226,452249,4857722,EK09431,4160010002,811144,4,51-15,ALMEDA AVENUE,QUEENS,,Standing Building,GC,OMO Completed,300,10/12/19,0,11/12/19,,,FALSE,,,"arrange and make self-closing the doors fire door ''a'' at public hall, 1st story installation of self-closing door hinges : per local law 111 of 2",Hammels-Arverne-Edgemere,51-15 ALMEDA AVENUE,987,4160010002,9,M,,51-15,ALMEDA,AVENUE,11691,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
227,452459,4859390,EK09723,3021400013,214098,3,240,BROADWAY,BROOKLYN,306,Standing Building,GC,OMO Completed,250,10/17/19,0,11/12/19,,,FALSE,,,"as per the requirement contract with hpd, provide and install 4 window guards and repair 0 window guards throughout entire apartment 306. repair (5",North Side-South Side,240 BROADWAY,1267,5001960001,6,M,,240,BROADWAY,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
228,452666,4860868,EK10017,3021400013,214098,3,240,BROADWAY,BROOKLYN,,Standing Building,MISC,OMO Completed,282.97,10/21/19,0,10/21/19,,,FALSE,,,"provide fire watch at above mentioned location october 9, 2019 until further notice. remove all work related debris.",North Side-South Side,240 BROADWAY,1267,5001960001,6,M,,240,BROADWAY,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
229,452712,4861389,EK10095,3021400013,214098,3,240,BROADWAY,BROOKLYN,,Standing Building,ELEC,Apt. Vacant,0,10/22/19,0,,,,FALSE,,,"at public hall, 3rd story: make all necessary repairs and abate unsafe electrical wiring condition consisting of exposed wiring at ceiling and retu",North Side-South Side,240 BROADWAY,1267,5001960001,6,M,,240,BROADWAY,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
230,453164,4865891,EK10801,3032750047,218631,3,270,CENTRAL AVENUE,BROOKLYN,,Standing Building,GC,No Access,50,10/29/19,0,11/14/19,,,TRUE,,,"arrange and make self-closing the doors at east at cellar arrange and make self-closing the doors at building entrance from street , 1st story",Bushwick South,270 CENTRAL AVENUE,292,3032750047,13,M,,270,CENTRAL,AVENUE,11221,300,BUSHWICK II (GROUPS A & C),7/18/19,BROOKLYN,300,both,both
231,454931,4886927,EK13882,3021400013,214098,3,240,BROADWAY,BROOKLYN,203,Standing Building,GC,OMO Completed,300,12/10/19,0,12/12/19,,,FALSE,,,"at, apt 203: arrange and make self-closing the door --- in the entrance located at apt 203, 2nd story, apartment at east installation of",North Side-South Side,240 BROADWAY,1267,5001960001,6,M,,240,BROADWAY,AVENUE,10310,1303,WEST BRIGHTON I,6/26/24,STATEN ISLAND,490,both,both
232,455279,4890009,EK14416,2022910023,971042,2,423,EAST 146 STREET,BRONX,1A,Standing Building,GC,OMO Completed,240,12/13/19,0,1/2/20,,,FALSE,,,"at apt# 1a: as per the requirement contract with hpd and /doh guidelines, install total three (3) window guards as follows: (1)	living room-",Mott Haven-Port Morris,423 EAST 146 STREET,202,2022910023,4,M,EAST,423,146,STREET,10455,200,BETANCES IV,11/16/18,BRONX,282,both,both
233,455779,4894068,EK15292,2049050360,806902,2,1870,SCHIEFFELIN AVENUE,BRONX,2C,Standing Building,GC,OMO Completed,275,12/20/19,0,1/8/20,,,FALSE,,,"scope of work: install hinges to make door self-closing at apartment entrance located at apt 2c, 2nd story, 2nd apartment from north at east. total d",Eastchester-Edenwald-Baychester,1870 SCHIEFFELIN AVENUE,92,2049050360,1,M,,1870,SCHIEFFELIN,AVENUE,10466,100,BAYCHESTER,12/27/18,BRONX,441,both,both
234,456382,4901935,EK16551,4160010002,811145,4,51-45,ALMEDA AVENUE,QUEENS,,Standing Building,GC,OMO Completed,165,1/4/20,0,1/7/20,,,FALSE,,,"(1) door arrange and make self-closing the door stair b at public hall, 2nd story installation of self-closing door hinges : per local law 111",Hammels-Arverne-Edgemere,51-45 ALMEDA AVENUE,986,4160010002,8,M,,51-45,ALMEDA,AVENUE,11691,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
235,457237,5476356,EP06104,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,13D,Standing Building,STOPAG,No Access,894,9/6/24,0,9/19/24,,,TRUE,,,nyc hpd emergency operations division  essential service work  emergency repair program (erp) water closet remove all obstructions from water,Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
236,457557,5476210,EP06048,2049050001,807143,2,1137,229 DRIVE NORTH,BRONX,3D,Standing Building,DELEAD,OMO Completed,137.5,9/6/24,0,9/6/24,,,FALSE,,,perform total lead analysis of 11 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Eastchester-Edenwald-Baychester,1137 229 DRIVE NORTH,412,2049050001,11,M,,1137,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
237,457877,5497625,EP13004,3035080050,360193,3,692,RALPH AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"2,400",11/20/24,0,12/3/24,,,TRUE,,,door ( bldg entrance ) install new door nyc hpd emergency operations division   essential service work make all necessary repairs to repla,Brownsville,692 RALPH AVENUE,1027,3035080050,4,M,,692,RALPH,AVENUE,11212,1066,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
238,458428,5497745,EP13040,3043770001,809354,3,881,SCHENCK AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,400",11/21/24,0,11/29/24,,,FALSE,,,"replacing the defective hopper door ***nyc hpd emergency operations division  ''essential service work''*** at public hall trash chute, 2nd stor",East New York-New Lots,881 SCHENCK AVENUE,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
239,458429,5497610,EP12990,3035080050,360193,3,692,RALPH AVENUE,BROOKLYN,2B,Standing Building,GC,OMO Completed,"2,038",11/20/24,0,11/29/24,,,FALSE,,,nyc hpd emergency operations division   essential service work  replace door at apartment 2b make all necessary repairs to replace broken/defec,Brownsville,692 RALPH AVENUE,1027,3035080050,4,M,,692,RALPH,AVENUE,11212,1066,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
240,458584,5457550,EO36551,3043550001,809556,3,765,STANLEY AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,"1,480",6/28/24,0,7/2/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 4th story make self closing demo",East New York-New Lots,765 STANLEY AVENUE,283,3043550001,8,M,,765,STANLEY,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
241,458974,5450771,EO34280,1019880020,40685,1,515,WEST 134 STREET,MANHATTAN,,Standing Building,GC,OMO Completed,"2,240",6/4/24,0,6/20/24,,,FALSE,,,"at 1st story leading to west yard: replace door and jamb. at 1st story public hall, door to west yard: properly replace broken/defective door and j",Manhattanville-West Harlem,515 WEST 134 STREET,918,1019880020,1,M,WEST,515,134,STREET,10031,957,MANHATTANVILLE REHAB (GROUP 2),11/30/20,MANHATTAN,46,both,both
242,459384,5476351,EP06099,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,13D,Standing Building,GC,OMO Completed,333.87,9/6/24,0,9/9/24,,,FALSE,,,nyc hpd emergency operations division  essential service work  emergency repair program (erp) door self-closing install hinges to make door,Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
