bbl,bldg#,m,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16557354,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,12/31/23,12/31/23,1/15/24,1/8/24,,,1/10/24,672,8870967,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED AT BASEMENT AT BOILER ROOM,1/2/24,9,VIOLATION DISMISSED,3/22/24,Original,Close,N,2023,2024,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,18139127,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,8/5/25,8/5/25,9/24/25,9/10/25,,,9/24/25,501,9939324,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MECHANICAL VENTILATION SYSTEM IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",8/6/25,19,VIOLATION CLOSED,10/20/25,Original,Close,N,2025,2025,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12133709,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,12/6/17,12/7/17,1/26/18,1/12/18,,,1/26/18,568,5953264,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",12/8/17,19,VIOLATION CLOSED,2/23/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12159242,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,12/24/17,12/24/17,2/13/18,1/30/18,,,,522,5968628,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE .. LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",12/26/17,19,VIOLATION CLOSED,2/23/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12159243,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,12/24/17,12/24/17,2/13/18,1/30/18,,,,508,5968628,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE KITCHEN LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",12/26/17,19,VIOLATION CLOSED,2/23/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12159245,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,A,12/24/17,12/24/17,4/14/18,3/31/18,,,,484,5968627,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",12/26/17,19,VIOLATION CLOSED,6/1/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12159385,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,A,12/24/17,12/24/17,4/14/18,3/31/18,,,,556,5968627,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",12/26/17,19,VIOLATION CLOSED,2/23/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12159386,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,12/24/17,12/24/17,1/28/18,1/23/18,,,,617,5968630,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE KITCHEN LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",12/26/17,19,VIOLATION CLOSED,6/7/18,Original,Close,N,2017,2017,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13336270,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,10/10/19,10/11/19,12/3/19,11/19/19,,,2/6/20,550,6634911,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING ( APPRX. 10 SQ. FT.) IN THE 5th ROOM FROM NORTH AT WEST LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",10/15/19,19,VIOLATION CLOSED,6/9/21,Original,Close,N,2019,2019,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13336275,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,A,10/10/19,10/11/19,2/1/20,1/18/20,,,1/31/20,556,6634910,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING IN THE 5th ROOM FROM NORTH AT WEST LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",10/15/19,19,VIOLATION CLOSED,3/13/20,Original,Close,N,2019,2019,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13336279,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,10/10/19,10/11/19,11/10/19,11/5/19,,,,568,6634912,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",10/15/19,19,VIOLATION CLOSED,12/13/21,Original,Close,N,2019,2019,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13884239,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,9/4/20,11/7/20,12/10/20,12/5/20,,,2/5/21,550,7001187,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 10 SQFT AT EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13801293 ISSUED 04-SEP-20 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",11/9/20,19,VIOLATION CLOSED,6/9/21,Original,Close,N,2020,2020,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13972086,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,9/4/20,1/6/21,2/24/21,2/10/21,,,3/9/21,550,7054536,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 1 SQFT AT EAST WALL IN THE 4th BEDROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 13801285 ISSUED 04-SEP-20 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).",1/6/21,19,VIOLATION CLOSED,6/9/21,Original,Close,N,2020,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,13991388,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,12/1/20,1/20/21,1/30/21,1/25/21,,,,618,7069496,"§ 27-2056.7 ADM CODE: CORRECT FAILURE TO PROVIDE TO THE DEPARTMENT WITHIN 45 DAYS OF DEMAND ALL RECORDS REQUIRED TO BE MAINTAINED BY OWNER PURSUANT TO LOCAL LAW 1 OF 2004 RELATED TO LEAD-BASED PAINT NOTICES, INSPECTIONS AND REMEDIATION/ABATEMENT ACTIVITIES.",1/21/21,19,VIOLATION CLOSED,7/21/21,Original,Close,N,2020,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004948,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,1/27/21,2/6/21,2/1/21,,,7/1/21,614,7075662,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 1G, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",1/28/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004949,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,1/27/21,2/6/21,2/1/21,,,7/1/21,614,7075663,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1/28/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004950,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,2/3/21,3/7/21,3/2/21,,,2/23/21,530,7081371,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE ... IN THE ENTRANCE LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2/4/21,9,VIOLATION DISMISSED,5/6/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004951,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,2/3/21,3/7/21,3/2/21,,,3/4/21,568,7081369,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2/4/21,19,VIOLATION CLOSED,5/3/23,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004952,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,1/26/21,2/3/21,3/25/21,3/11/21,,,2/9/21,689,7081368,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRICAL WIRES AT CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2/4/21,9,VIOLATION DISMISSED,4/22/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004954,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,A,1/26/21,1/27/21,5/17/21,5/3/21,,,4/1/21,550,7075659,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 3 SQ FT. AT SOUTH WALL IN THE 1st PRIVATE HALLWAY FROM EAST LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1/28/21,19,VIOLATION CLOSED,5/7/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004963,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,1/27/21,2/6/21,2/1/21,,,7/1/21,614,7075668,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",1/28/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14004964,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,1/26/21,1/27/21,2/6/21,2/1/21,,,7/1/21,614,7075669,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 6B, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",1/28/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14066578,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/9/21,3/11/21,3/21/21,3/16/21,,,7/1/21,614,7117363,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT .. IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",3/12/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14066580,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/9/21,3/11/21,3/21/21,3/16/21,,,7/1/21,614,7117365,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT .. IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",3/12/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14066582,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/9/21,3/11/21,3/21/21,3/16/21,,,7/1/21,614,7117367,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT .. IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST",3/12/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14066584,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/9/21,3/11/21,3/21/21,3/16/21,,,7/1/21,614,7117369,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT .. IN THE ENTIRE APARTMENT LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",3/12/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14066585,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/9/21,3/11/21,3/21/21,3/16/21,,,7/1/21,614,7117370,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT .. IN THE ENTIRE APARTMENT LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",3/12/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14096908,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/29/21,3/30/21,4/9/21,4/4/21,,,7/1/21,614,7137067,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT , IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",3/31/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14097249,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,3/29/21,3/30/21,4/9/21,4/4/21,,,7/1/21,614,7137068,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT , IN THE ENTIRE APARTMENT LOCATED AT APT 4D, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST",3/31/21,19,VIOLATION CLOSED,7/1/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14326310,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,5/6/21,5/7/21,6/28/21,6/14/21,,,5/17/21,702,7342407,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 7H, 7th STORY, 2nd APARTMENT FROM SOUTH AT WEST",5/10/21,19,VIOLATION CLOSED,7/14/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14326312,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,5/6/21,5/7/21,6/28/21,6/14/21,,,5/17/21,1503,7342407,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 7H, 7th STORY, 2nd APARTMENT FROM SOUTH AT WEST",5/10/21,19,VIOLATION CLOSED,7/14/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14326320,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,5/6/21,5/7/21,6/28/21,6/14/21,,,6/28/21,593,7342408,"§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",5/10/21,19,VIOLATION CLOSED,8/27/21,Original,Close,Y,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14326326,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,5/6/21,5/7/21,6/28/21,6/14/21,,,6/28/21,509,7342408,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE FAUCET AT WASH/BASIN IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",5/10/21,19,VIOLATION CLOSED,8/27/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14504828,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,8/24/21,8/25/21,10/14/21,9/30/21,,,,508,7454132,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",8/26/21,19,VIOLATION CLOSED,6/10/22,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14504829,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,8/24/21,8/25/21,9/26/21,9/21/21,,,,530,7454134,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",8/26/21,19,VIOLATION CLOSED,1/4/22,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14511374,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,8/19/21,8/20/21,9/23/21,9/18/21,,,,530,7449967,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",8/23/21,19,VIOLATION CLOSED,12/22/21,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14511376,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,8/19/21,8/20/21,10/11/21,9/27/21,,,,550,7449965,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPRX. 15 SQ. FT.) IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",8/23/21,19,VIOLATION CLOSED,12/16/22,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14511381,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,8/19/21,8/20/21,9/23/21,9/18/21,,,,790,7449966,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 7H, 7th STORY, 1st APARTMENT FROM SOUTH AT WEST",8/23/21,19,VIOLATION CLOSED,10/28/22,Original,Close,N,2021,2021,11/23/25
4160020001,18,M,11692,56-10 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14514202,637117,432086,4,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,8/23/21,8/24/21,10/13/21,9/29/21,,,,593,7452559,"§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",8/25/21,19,VIOLATION CLOSED,6/5/22,Original,Close,Y,2021,2021,11/23/25
