,development_name,boro,total_units,transferred_date,full_address,omoid,omonumber,buildingid,boro id,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta
88,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,11/28/23,905 EAGLE AVENUE,5514751,EP19510,62336,2,3M,Standing Building,EXTERM,OMO Completed,1800,2/19/25,0,2/20/25,,,FALSE,,,"** doh ll 55 pest referral ** order # 2024-06-029, li # 633522, complaint # 13619485, violation # 17699992 at entire apartment:3m exterminate entir",Morrisania
89,EDENWALD,BRONX,2039,6/27/23,1180 GRENADA PLACE,5487686,EP09930,806710,2,,Standing Building,GC,No Access,2020,10/16/24,0,10/23/24,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at building entrance door, public hall, 1st story. section 1186 replace door to",Eastchester-Edenwald-Baychester
90,EDENWALD,BRONX,2039,6/27/23,1180 GRENADA PLACE,5528826,EP27526,806710,2,,Standing Building,GC,OMO Completed,640,5/20/25,0,5/29/25,,,FALSE,,,"at building entrance door (from street to vestibule) at public hall, 1st story, section ''1186'' nyc hpd emergency operations division   essential",Eastchester-Edenwald-Baychester
91,EDENWALD,BRONX,2039,6/27/23,3861 BAYCHESTER AVENUE,5466608,EP03224,806272,2,3B,Standing Building,DELEAD,Refused Access,3077,8/2/24,0,9/13/24,,,TRUE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Eastchester-Edenwald-Baychester
92,EDENWALD,BRONX,2039,6/27/23,3861 BAYCHESTER AVENUE,5489931,EP10720,806272,2,,Standing Building,GC,Owner Refused Access,2040,10/24/24,0,11/19/24,,,TRUE,,,"supply and install a new fire rated door at bulkhead at bulkhead door leading to roof, 3rd story: supply and install a new fire rated door (ap",Eastchester-Edenwald-Baychester
93,EDENWALD,BRONX,2039,6/27/23,1130 226 DRIVE,5499785,EP13621,807138,2,,Standing Building,GC,No Access,1250,11/29/24,0,12/9/24,,,TRUE,,,nyc hpd emergency operations division   essential service work  replace defective latchset at building entrance door. at building front entranc,Eastchester-Edenwald-Baychester
94,EDENWALD,BRONX,2039,6/27/23,1130 226 DRIVE,5462264,EP01604,807138,2,,Standing Building,GC,Owner Refused Access,6300,7/17/24,0,7/29/24,,,TRUE,,,"at public parts. location: 3rd. story public hall and roof. repair leak and restore broken plaster. trace, locate and properly repair the sou",Eastchester-Edenwald-Baychester
95,EDENWALD,BRONX,2039,6/27/23,1981 SCHIEFFELIN AVENUE,5480675,EP07363,806907,2,,Standing Building,GC,Owner Refused Access,1570,9/21/24,0,9/25/24,,,TRUE,,,"boiler room replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-closing hinges",Eastchester-Edenwald-Baychester
96,EDENWALD,BRONX,2039,6/27/23,1961 SCHIEFFELIN AVENUE,5456135,EO36015,806906,2,,Standing Building,GC,Owner Refused Access,460,6/25/24,0,7/1/24,,,TRUE,,,make building entrance door self closing install heavy duty door closer and make necessary adjustment to make door self-closing at building entrance,Eastchester-Edenwald-Baychester
97,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,5409831,EO21463,807146,2,13E,Standing Building,PLUMB,landlord Restored Service,0,1/31/24,0,,,,FALSE,,,at boiler room make all necessary repairs/changes to boiler to ensure adequate hot water is present at all water fixtures to entire apartment.. c,Eastchester-Edenwald-Baychester
98,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,5413689,EO22674,807146,2,,Standing Building,GC,Owner Refused Access,690,2/10/24,0,2/16/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at fire door to stairs at public hall, 1st story install hinge and passage l",Eastchester-Edenwald-Baychester
99,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,5488461,EP10219,807146,2,,Standing Building,GC,No Access,295,10/19/24,0,10/22/24,,,TRUE,,,install hinges to make door self-closing at the fire door to stairs at 1st story total doors= (1) contractor must contact hpd @ 212 863-5496; 597,Eastchester-Edenwald-Baychester
100,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,5488462,EP10220,807146,2,,Standing Building,GC,,630,10/19/24,0,10/25/24,,,FALSE,,,nyc hpd emergency operations division   essential service work  replace the hinges and replace the lock at fire door to stairs a at 2nd story,Eastchester-Edenwald-Baychester
101,EDENWALD,BRONX,2039,6/27/23,1173 229 DRIVE NORTH,5507314,EP15817,807146,2,,Standing Building,GC,Owner Refused Access,280,1/7/25,0,1/13/25,,,TRUE,,,nyc hpd emergency operations division   essential service work  at staircase 1st story make self closing. at staircase 1st story ma,Eastchester-Edenwald-Baychester
102,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,5452411,EO34947,807145,2,,Standing Building,GC,OMO Completed,3015,6/11/24,0,6/13/24,,,FALSE,,,"make fire door self closing at stairwell b, public hall, 2nd story and install a new fire door at stairwell a, public hall, 1st story. 1)	install",Eastchester-Edenwald-Baychester
103,EDENWALD,BRONX,2039,6/27/23,1159 229 DRIVE NORTH,5462268,EP01606,807145,2,1F,Standing Building,GC,OMO Completed,2849,7/17/24,0,8/3/24,,,FALSE,,,"at apt: 1f. location: room(n3). repair leak and restore broken plaster. trace, locate and properly repair the sources of concealed water leak(s",Eastchester-Edenwald-Baychester
104,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,5301673,EN13170,808855,3,,Standing Building,GC,OMO Completed,1500,12/5/22,0,12/8/22,,,FALSE,,,"nyc hpd emergency operations division   essential service work  -at vestibule door, properly install 1 heavy duty hydraulic door closer at b",East New York (North)
105,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,5430150,EO27522,808855,3,4B,Standing Building,GC,Owner Refused Access,12448,4/3/24,0,4/16/24,,,TRUE,,,"at apt # 4b: work location(s): room nw4, rm-n2, rm-n3 & kitchen: trace, locate and properly repair the source of roof leaks causing excessive dama",East New York (North)
106,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,5481091,EP07495,808855,3,,Standing Building,GC,Refused Access,1200,9/23/24,0,9/30/24,,,TRUE,,,restore drop ladder to proper working order for fire escape at east and west (front and rear of the bldg) nyc hpd emergency operations division,East New York (North)
107,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,320 MILLER AVENUE,5540734,EQ03447,808855,3,,Standing Building,GC,Owner Refused Access,930,8/7/25,0,8/18/25,,,TRUE,,,landing for drop ladder  nyc hpd emerency operations division  at public parts: building front under window to remove the existing plywoo,East New York (North)
108,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,2219 PITKIN AVENUE,5344704,EN30818,809175,3,,Standing Building,GC,OMO Completed,750,6/28/23,0,6/29/23,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at public hall fire door, 2nd story east , install hinges, lock and make",East New York (North)
109,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,2155 PITKIN AVENUE,5255594,EM23911,809172,3,2A,Standing Building,GC,No Access,250.25,5/5/22,0,5/9/22,,,TRUE,,,nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 2a,East New York
110,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,2155 PITKIN AVENUE,1227682,E414565,809172,3,2-A,Standing Building,INTCOM,OMO Completed,350,1/27/04,0,2/5/04,,,FALSE,,,apartment 2a: provide and install a new entrance mortise lock to replace the defective lock at apartment. note: contractor must contact hpd @(718,East New York
111,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,330 MILLER AVENUE,5383993,EO12280,808856,3,,Standing Building,GC,Duplicate OMO,0,11/3/23,0,,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story install heavy duty door closer, make a",East New York (North)
112,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,330 MILLER AVENUE,5374872,EO09794,808856,3,4B,Standing Building,GC,No Access,295,10/11/23,0,10/13/23,,,TRUE,,,"install hinges to make door self-closing at (entrance located at apt 4b, 4th story, 1st apartment from east at south). total doors= (1) contra",East New York (North)
113,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,330 MILLER AVENUE,5374891,EO09799,808856,3,,Standing Building,GC,Owner Refused Access,5000,10/11/23,0,10/18/23,,,TRUE,,,"1-make all necessary repairs to replace missing door with new properly fire rated door and similar to existing, complete with self-closing hinges, all",East New York (North)
114,FIORENTINO PLAZA,BROOKLYN,160,12/28/21,330 MILLER AVENUE,5398088,EO17112,808856,3,,Standing Building,GC,OMO Completed,2000,12/19/23,0,1/12/24,,,FALSE,,,"make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with sel",East New York (North)
115,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5299528,EN12596,4186,1,11A,Standing Building,GC,Owner Refused Access,2180,11/28/22,0,12/1/22,,,TRUE,,,nyc - ''essential hpd emergency operations service work'' division make all necessary repairs to replace broken/defective door and jamb with new prop,Central Harlem North-Polo Grounds
116,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5377488,EO10612,4186,1,,Standing Building,GC,Owner Refused Access,880,10/17/23,0,11/22/23,,,TRUE,,,make all necessary changes to make door self-closing at building front entrance total doors= (1) contractor must contact hpd @ 212 863-5496; 5976;,Harlem (North)
117,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5409768,EO21450,4186,1,,Standing Building,GC,Owner Refused Access,3980,1/30/24,0,2/24/24,,,TRUE,,,"make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with sel",Harlem (North)
118,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5321350,EN20418,4186,1,,Standing Building,GC,Owner Refused Access,2580,2/22/23,0,3/2/23,,,TRUE,,,"nyc hpd emergency operations division - ''essential service work'' at building front entrance left door when entering building , 1st story: make al",Central Harlem North-Polo Grounds
119,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5412798,EO22384,4186,1,,Standing Building,GC,OMO Completed,1500,2/7/24,0,2/13/24,,,FALSE,,,"replace defective heavy duty closer and repair weather strip and adjust to ensure door is self closing at (building entrance at public hall, 1st story",Harlem (North)
120,HARLEM RIVER II,MANHATTAN,116,2/17/22,2850 FREDERICK DOUGLASS BOULEVARD,5442453,EO31587,4186,1,7D,Standing Building,EXTERM,Work Done by Others,0,5/8/24,0,,,,FALSE,,,"** doh ll 55 pest referral ** order # 2023-08-038, li # 523136, violation # 16952350, compliant#",Harlem (North)
121,HIGHBRIDGE REHABS (NELSON AVENUE),BRONX,80,11/30/18,1139 NELSON AVENUE,5481513,EP07618,99125,2,3A,Standing Building,GC,No Access,50,9/24/24,0,12/5/24,,,TRUE,,,"apt #3a as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. apt #3a as per",Highbridge
122,HOPE GARDENS,BROOKLYN,330,7/18/19,160 MENAHAN STREET,5275002,EN03224,978205,3,2G,Standing Building,GC,No Access,250.25,8/4/22,0,8/8/22,,,TRUE,,,nyc hpd emergency operations division - '' essential service work '' install hinges to make door self-closing at the entrance located at apt,Bushwick South
123,HOPE GARDENS,BROOKLYN,330,7/18/19,160 MENAHAN STREET,5536074,EQ00995,978205,3,4G,Standing Building,GC,Owner Refused Access,2121,7/9/25,0,7/11/25,,,TRUE,,,"apt door replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-closing hinges, al",Bushwick (East)
124,HOWARD AVENUE,BROOKLYN,150,11/28/23,32 GRAFTON STREET,5535541,EQ00627,301925,3,2B,Standing Building,GC,,295,7/7/25,0,7/9/25,,,FALSE,,,apt door install hinges to make door self-closing at (2b entrance door). total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046,Brownsville
125,HOWARD AVENUE,BROOKLYN,150,11/28/23,602 HOWARD AVENUE,5430910,EO27814,314185,3,,Standing Building,GC,Owner Refused Access,220,4/5/24,0,5/9/24,,,TRUE,,,building entrance). adjust the door and make sure door self closing at (building entrance). total doors= (1) all work must be done as per hpd,Brownsville
126,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,11/28/23,551 RALPH AVENUE,5534834,EQ00113,373857,3,,Standing Building,GC,,200,7/2/25,0,7/11/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at boiler room door, at cellar. repair door to adhere to local law 111 0f 2018.",Ocean Hill
127,INDEPENDENCE,BROOKLYN,744,2/12/20,85 TAYLOR STREET,5201917,EM06699,809667,3,9A,Standing Building,GC,Tenant Refused Access,50,9/29/21,0,12/2/21,,,TRUE,,,"at apt #9a as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. remove all wor",Williamsburg
128,INDEPENDENCE,BROOKLYN,744,2/12/20,123 TAYLOR STREET,5336342,EN26854,877761,3,17F,Standing Building,DELEAD,OMO Completed,64,5/11/23,0,5/11/23,,,FALSE,,,perform total lead analysis of 08 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Williamsburg
129,INDEPENDENCE,BROOKLYN,744,2/12/20,123 TAYLOR STREET,5331112,EN24703,877761,3,17F,Standing Building,DELEAD,OMO Completed,1125,4/13/23,0,4/15/23,,,FALSE,,,erp doh lead abatement violation: as per rc # and attached scope of work thoroughly remove all lead violations as per new york city health order to a,Williamsburg
130,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,11/28/23,1142 LENOX ROAD,5541598,EQ03976,363151,3,,Standing Building,GC,,700,8/13/25,0,8/19/25,,,FALSE,,,replace hinges at bulkhead door at bulkhead door.. make all necessary repairs to make the door self closing and latch as per nyc guidelines. repla,East Flatbush-Remsen Village
131,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,11/28/23,1142 LENOX ROAD,5530915,EP28675,363151,3,,Standing Building,GC,No Access,1625,6/4/25,0,6/6/25,,,TRUE,,,"public door repair (2) nyc hpd emergency operations division - ''essentials service work'' *at vestibule door, public hall: make all n",East Flatbush-Remsen Village
132,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,11/28/23,1142 LENOX ROAD,5530995,EP28738,363151,3,,Standing Building,GC,,1000,6/5/25,0,6/12/25,,,FALSE,,,"entrance door nyc hpd emergency operations division - ''essentials service work'' *at building entrance door, 1st story: make all n",East Flatbush-Remsen Village
133,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,11/28/23,1144 LENOX ROAD,5436054,EO29466,324051,3,3A,Standing Building,GC,No Access,2180,4/19/24,0,4/29/24,,,TRUE,,,"repair the broken or defective plastered surfaces and paint in a uniform color at ceiling in the kitchen located, at apt # 3a, 3rd story, 1st apart",East Flatbush-Remsen Village
134,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,11/28/23,1144 LENOX ROAD,5434553,EO28869,324051,3,,Standing Building,GC,OMO Completed,680,4/16/24,0,4/22/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story make door self closing at buildi",East Flatbush-Remsen Village
135,LINDEN,BROOKLYN,1586,12/28/21,570 STANLEY AVENUE,5348337,EO01343,809549,3,,Standing Building,GC,OMO Completed,250.25,7/15/23,0,7/17/23,,,FALSE,,,nyc hpd emergency operations division   essential service work  replace or adjust hinges on the the fire door located on the 8th story stairway,East New York-New Lots
136,LINDEN,BROOKLYN,1586,12/28/21,190 WORTMAN AVENUE,5316817,EN18854,809923,3,,Standing Building,GC,OMO Completed,250.25,2/3/23,0,2/7/23,,,FALSE,,,"install hinges to make door self-closing at ( entrance to terrace at public hall, 8th story). total doors= (1) contractor must contact hpd @ 212",East New York-New Lots
137,LINDEN,BROOKLYN,1586,12/28/21,190 WORTMAN AVENUE,5497297,EP12907,809923,3,,Standing Building,GC,OMO Completed,1653,11/20/24,0,11/26/24,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at building entrance door, at public hall 1st story. repair door to adhere to loca",East New York-New Lots
138,LINDEN,BROOKLYN,1586,12/28/21,250 WORTMAN AVENUE,5326897,EN22734,809927,3,,Standing Building,GC,OMO Completed,1340,3/21/23,0,4/15/23,,,FALSE,,,make all necessary repairs to make hopper door self-closing. also to include new lock at 1st story. total doors= (1) contractor must contact hpd @,East New York-New Lots
139,LINDEN,BROOKLYN,1586,12/28/21,245 COZINE AVENUE,5303615,EN13852,808025,3,3D,Standing Building,GC,Duplicate OMO,250.25,12/13/22,0,12/14/22,,,FALSE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 3d, 3rd story, 2n",East New York
140,LINDEN,BROOKLYN,1586,12/28/21,245 COZINE AVENUE,5303712,EN13896,808025,3,3D,Standing Building,GC,OMO Completed,250.25,12/13/22,0,12/14/22,,,FALSE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 3d, 3rd story, 2n",East New York
141,LINDEN,BROOKLYN,1586,12/28/21,245 COZINE AVENUE,5286767,EN08165,808025,3,,Standing Building,GC,No Access,250.25,10/3/22,0,10/18/22,,,TRUE,,,"nyc hpd emergency operations division essential service work at public hall stairs, 1st story: install new door hinges to make the door self clo",East New York
142,LINDEN,BROOKLYN,1586,12/28/21,245 COZINE AVENUE,5528811,EP27523,808025,3,2F,Standing Building,DELEAD,OMO Completed,87,5/20/25,0,5/21/25,,,FALSE,,,perform total lead analysis of 06 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots
143,LINDEN,BROOKLYN,1586,12/28/21,245 COZINE AVENUE,5522118,EP23598,808025,3,2F,Standing Building,DELEAD,OMO Completed,2820,4/9/25,0,4/21/25,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York-New Lots
144,LINDEN,BROOKLYN,1586,12/28/21,215 COZINE AVENUE,5318066,EN19214,808023,3,,Standing Building,GC,OMO Completed,640,2/8/23,0,2/10/23,,,FALSE,,,install door closer to make door self-closing at building entrance door. total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046; 6,East New York-New Lots
145,LINDEN,BROOKLYN,1586,12/28/21,215 COZINE AVENUE,5318701,EN19388,808023,3,,Standing Building,GC,OMO Completed,690,2/9/23,0,3/2/23,,,FALSE,,,"make all necessary repairs to door and also to replace broken/defective mortise lock with new mortise lock, to make door self close and latch at at",East New York-New Lots
146,LINDEN,BROOKLYN,1586,12/28/21,215 COZINE AVENUE,5310191,EN16135,808023,3,8F,Standing Building,GC,OMO Completed,240,1/9/23,0,3/16/23,,,FALSE,,,"as per the requirement contract with hpd, provide and install window guard and repair window guards throughout entire apartment 8f. repair total of",East New York
147,LINDEN,BROOKLYN,1586,12/28/21,195 COZINE AVENUE,5356224,EO03759,808022,3,,Standing Building,GC,No Access,628,8/10/23,0,8/22/23,,,TRUE,,,make all necessary repairs to make door self closing and latch as per nycguidelines. also include hinges and passage lock. at (1st door from south at,East New York-New Lots
148,LINDEN,BROOKLYN,1586,12/28/21,195 COZINE AVENUE,5337391,EN27302,808022,3,,Standing Building,GC,Owner Refused Access,690,5/17/23,0,5/18/23,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at public hall, 2nd story, exit a, make all necessary adjustment/tensioni",East New York-New Lots
149,LINDEN,BROOKLYN,1586,12/28/21,195 COZINE AVENUE,5348341,EO01347,808022,3,,Standing Building,GC,Condition Different than Stated,250.25,7/15/23,0,7/17/23,,,TRUE,,,nyc hpd emergency operations division   essential service work  replace or adjust hinges on the 2nd story fire door to the stairway and make al,East New York-New Lots
150,LINDEN,BROOKLYN,1586,12/28/21,270 WORTMAN AVENUE,5286755,EN08153,398078,3,,Standing Building,GC,Owner Refused Access,6000,10/3/22,0,10/19/22,,,TRUE,,,"nyc hpd emergency operations division essential service work scope of work defective door and frame: at public hall, 1st story: replace wit",East New York
151,LINDEN,BROOKLYN,1586,12/28/21,270 WORTMAN AVENUE,5286216,EN07927,398078,3,6B,Standing Building,GC,No Access,50,9/30/22,0,10/19/22,,,TRUE,,,"at apt #6b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. remove all works",East New York
152,LINDEN,BROOKLYN,1586,12/28/21,270 WORTMAN AVENUE,5298850,EN12376,398078,3,6B,Standing Building,DELEAD,Landlord Complied,5151,11/22/22,0,1/20/23,,,FALSE,,,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York
153,LINDEN,BROOKLYN,1586,12/28/21,270 WORTMAN AVENUE,5281718,EN06023,398078,3,6B,Standing Building,GC,OMO Completed,250.25,9/8/22,0,9/13/22,,,FALSE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 6b, 6th story, 2",East New York
154,LINDEN,BROOKLYN,1586,12/28/21,300 WORTMAN AVENUE,5342830,EN29877,809928,3,,Standing Building,GC,OMO Completed,250.25,6/16/23,0,6/20/23,,,FALSE,,,replace or repair defective or broken hinges on the entrance door to the terrace to make the door properly self close securely. entrance door is locat,East New York-New Lots
155,LINDEN,BROOKLYN,1586,12/28/21,295 COZINE AVENUE,5464454,EP02405,808027,3,7C,Standing Building,GC,OMO Completed,2000,7/26/24,0,8/1/24,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law artice 32 & nyc-dep local law 61 of 2018,East New York-New Lots
156,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5298572,EN12278,809926,3,13D,Standing Building,DELEAD,OMO Completed,32,11/22/22,0,11/22/22,,,FALSE,,,perform total lead analysis of 04 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York
157,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5331751,EN24923,809926,3,,Standing Building,ELEV,,0,4/17/23,0,,,,FALSE,,,"pursuant to a department of buildings reoccurring immediately hazardous elevator violation, the elevator at this location remains out of service. per",East New York
158,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5295471,EN11178,809926,3,2D,Standing Building,DELEAD,OMO Completed,1125,11/9/22,0,12/19/22,,,FALSE,,,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York
159,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5268990,EN00929,809926,3,13D,Standing Building,DELEAD,OMO Completed,1395,7/7/22,0,9/14/22,,,FALSE,,,as detailed in hpd's lead abatement attached scope of work thoroughly remove all lead violations by following new york city administrative code ï¿½ 27-2,East New York
160,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5325308,EN22083,809926,3,2D,Standing Building,DELEAD,OMO Completed,40,3/13/23,0,3/14/23,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York
161,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5293528,EN10579,809926,3,13D,Standing Building,DELEAD,OMO Completed,24,11/1/22,0,11/1/22,,,FALSE,,,perform total lead analysis of 03 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York
162,LINDEN,BROOKLYN,1586,12/28/21,245 WORTMAN AVENUE,5518820,EP21846,809926,3,,Standing Building,GC,OMO Completed,1250,3/19/25,0,3/21/25,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at hopper chute, at public hall 14th story. replace hopper chute to adhere to loca",East New York-New Lots
163,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5301671,EN13168,809922,3,,Standing Building,GC,No Access,250.25,12/5/22,0,12/6/22,,,TRUE,,,nyc hpd emergency operations division - ''essential service work '' install hinges to make door self-closing that is missing or defective at en,East New York
164,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5279958,EN05244,809922,3,7F,Standing Building,GC,Landlord Complied,250.25,8/29/22,0,8/30/22,,,TRUE,,,"hpd emergency operations service work'' division make the door self closing at the entrance located at apt 7f, 7th story, 3rd apartment from e",East New York
165,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5343491,EN30146,809922,3,8D,Standing Building,GC,No Access,2895,6/21/23,0,6/23/23,,,TRUE,,,"at apt # 8d at bathroom >>>>>> trace, locate and properly repair the sources of concealed water leak(s) at ceiling and walls . the probable sourc",East New York-New Lots
166,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5343452,EN30107,809922,3,8D,Standing Building,DELEAD,OMO Completed,2000,6/21/23,0,6/29/23,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York-New Lots
167,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5346793,EO00708,809922,3,8D,Standing Building,DELEAD,OMO Completed,24,7/8/23,0,7/10/23,,,FALSE,,,perform total lead analysis of 03 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots
168,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5284434,EN07090,809922,3,12G,Standing Building,GC,Tenant Refused Access,250.25,9/21/22,0,9/23/22,,,TRUE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 12g, 12th story,",East New York
169,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5436414,EO29598,809922,3,,Standing Building,GC,Landlord Complied,587,4/22/24,0,5/1/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story -repairs to ensure door is self closing an",East New York-New Lots
170,LINDEN,BROOKLYN,1586,12/28/21,185 WORTMAN AVENUE,5539066,EQ02524,809922,3,8D,Standing Building,DELEAD,OMO Completed,29,7/29/25,0,7/29/25,,,FALSE,,,perform total lead analysis of 02 dust wipe sample(s) via environmental protection agency (epa) sw8453050-7000b method utilizing flame atomic absorpti,East New York-New Lots
171,MANHATTANVILLE,MANHATTAN,1272,12/12/24,1420 AMSTERDAM AVENUE,5544241,EQ05570,5547,1,,Standing Building,GC,,1477,9/3/25,0,9/5/25,,,FALSE,,,"nyc hpd emergency operations division   essential service work  replace the hopper door, 1st story demo and completely remove the defecti",Manhattanville-West Harlem
172,MANHATTANVILLE,MANHATTAN,1272,12/12/24,1420 AMSTERDAM AVENUE,5544246,EQ05575,5547,1,,Standing Building,GC,,979,9/3/25,0,9/8/25,,,FALSE,,,nyc hpd emergency operations division   essential service work  make the bldg entrance door and the fire door to public balcony at the 2nd story,Manhattanville-West Harlem
173,MANHATTANVILLE,MANHATTAN,1272,12/12/24,1430 AMSTERDAM AVENUE,5538516,EQ02255,804005,1,9A,Standing Building,GC,,2380,7/24/25,0,7/30/25,,,FALSE,,,"at apt: 9a location: bathroom repair leak(s) and restore broken plaster at ceiling and walls. trace, locate and properly repair the sources of",Manhattanville-West Harlem
174,MANHATTANVILLE,MANHATTAN,1272,12/12/24,1430 AMSTERDAM AVENUE,5519665,EP22340,804005,1,12H,Standing Building,GC,Landlord Complied,2777,3/24/25,0,3/27/25,,,TRUE,,,"at apt: 12h location: room east (3) repair leak(s) and restore broken ceiling. trace, locate, and properly repair the sources of concealed le",Manhattanville-West Harlem
175,MANHATTANVILLE,MANHATTAN,1272,12/12/24,1470 AMSTERDAM AVENUE,5535835,EQ00784,5571,1,4H,Standing Building,GC,,2995,7/8/25,0,7/15/25,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 20,Manhattanville-West Harlem
